"PlayerID","Jersey","FirstName","LastName","Age","Experience","Height","Weight","Position","city","mascot","Overall","Strength","Agility","Arm","Speed","Hands","Intelligence","Accuracy","RunBlocking","PassBlocking","Tackling","Endurance","KickDistance","KickAccuracy","trait1","Leadership","WorkEthic","Competitiveness","TeamPlayer","Sportsmanship","SocialDisposition","Money","Security","Loyalty","Winning","PlayingTime","CloseToHome","MarketSize","Morale","QB","RB","FB","WR","TE","G","T","C","P","K","DT","DE","LB","CB","SS","FS","1989","1990","1991","1992","1993","1994"
"2719","64","Tim","Krumrie","29","4","74","270","DT","Minnesota","Vikings","78","73","64","1","58","42","60","1","1","1","71","78","1","3",NULL,"63","72","82","36","96","96","75","30","43","45","86","42","31","64","1","1","1","1","1","1","1","1","1","1","59","4","1","1","1","1","2250000","0","0","0","0","0"
"2720","78","Jim","Burt","30","4","73","260","DT","Miami","Dolphins","73","72","56","1","48","23","61","1","1","1","64","63","1","1",NULL,"68","38","48","47","47","39","78","40","30","48","80","49","64","100","1","1","1","1","1","1","1","1","1","1","66","23","1","1","1","1","1000000","0","0","0","0",NULL
"2731","83","Trumaine","Johnson","29","4","73","196","WR",NULL,NULL,"75","33","67","1","77","74","52","1","29","16","21","77","1","1",NULL,"21","62","83","20","81","100","75","34","45","65","89","34","43","4","1","1","1","75","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0"
"2735","88","John","Frank","27","4","75","225","TE",NULL,NULL,"71","49","57","1","62","73","59","1","42","33","35","76","1","1",NULL,"93","63","58","73","43","33","89","50","36","62","84","43","64","51","1","1","1","2","75","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0",NULL,NULL
"2738","71","Dave","Lutz","30","4","78","305","T",NULL,NULL,"65","64","43","1","41","15","51","1","70","60","27","48","1","1",NULL,"28","46","38","8","28","20","75","31","31","39","97","30","52","98","1","1","1","1","1","1","40","1","1","1","1","1","1","1","1","1","0","0","0","0",NULL,NULL
"2751","90","Bob","Hamm","30","4","76","260","DE",NULL,NULL,"67","62","44","1","56","30","49","1","1","1","47","52","1","1",NULL,"24","58","65","29","6","2","90","39","31","54","73","39","47","59","1","1","1","1","1","1","1","1","1","1","2","82","1","1","1","1","0","0","0","0",NULL,NULL
"2752","79","Tyrone","Keys","30","4","79","272","DE",NULL,NULL,"69","73","49","1","57","16","55","1","1","1","56","56","1","1",NULL,"84","65","40","88","67","45","70","47","33","51","98","44","48","62","1","1","1","1","1","1","1","1","1","1","15","31","9","1","1","1","0","0","0","0",NULL,NULL
"2755","53","John","Grimsley","27","4","74","235","LB",NULL,NULL,"76","58","60","1","75","38","59","1","1","1","82","68","1","1",NULL,"33","46","68","67","38","41","72","39","36","64","82","46","42","59","1","1","1","1","1","1","1","1","1","1","1","1","32","1","2","1","0","0","0","0",NULL,NULL
"2756","54","Rich","Milot","32","4","76","234","LB",NULL,NULL,"67","59","60","1","71","19","57","1","1","1","58","75","1","1",NULL,"35","51","61","30","14","33","74","31","42","48","79","47","35","100","1","1","1","1","1","1","1","1","1","1","1","24","45","1","12","1","0","0","0","0","0","0"
"2757","55","Gary","Reasons","27","4","76","235","LB","San Francisco","49ers","78","59","62","1","62","47","71","1","1","1","81","73","1","1",NULL,"68","62","68","87","50","63","78","50","40","70","75","31","57","64","1","1","1","1","1","1","1","1","1","1","1","16","69","1","1","1","1100000","1100000","0","0","0",NULL
"2759","51","Anthony","Dickerson","32","4","74","220","LB",NULL,NULL,"72","62","66","1","55","30","60","1","1","1","77","73","1","1",NULL,"69","57","44","69","40","63","72","38","36","66","97","32","69","16","1","1","1","1","1","1","1","1","1","1","1","20","49","1","8","1","0","0","0","0",NULL,NULL
"2767","22","Mike","Harden","31","4","73","192","CB",NULL,NULL,"79","47","70","1","80","49","46","1","1","1","53","81","1","1",NULL,"58","66","82","38","63","71","95","46","31","42","80","33","55","100","1","1","1","1","1","1","1","1","1","1","1","1","1","63","8","5","0","0",NULL,NULL,NULL,NULL
"2768","48","Steve","Brown","29","4","71","189","CB",NULL,NULL,"72","41","69","1","65","58","51","1","1","1","36","75","1","1",NULL,"32","57","34","53","52","49","74","38","30","42","73","49","60","41","1","1","1","1","1","1","1","1","1","1","1","1","1","65","6","4","0","0","0","0",NULL,NULL
"2769","21","Leslie","Frazier","30","4","72","189","CB",NULL,NULL,"79","47","69","1","80","44","45","1","1","1","55","63","1","1",NULL,"93","52","59","83","31","41","72","38","45","64","98","40","55","61","1","1","1","1","1","1","1","1","1","1","1","1","1","67","10","4","0","0","0","0","0",NULL
"2773","29","Ken","Stills","26","4","70","185","FS",NULL,NULL,"71","56","75","1","69","44","50","1","1","1","51","79","1","1",NULL,"58","66","60","48","73","100","76","41","34","66","74","37","42","32","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","74","0","0","0","0",NULL,NULL
"2777","45","Keith","Lee","32","4","71","192","CB",NULL,NULL,"69","35","59","1","70","45","39","1","1","1","43","65","1","1",NULL,"32","73","69","37","80","93","70","37","42","39","84","42","65","1","1","1","1","1","1","1","1","1","1","1","1","1","1","78","1","1","0","0","0","0",NULL,NULL
"2781","2","Raul","Allegre","30","4","69","165","K","Virginia","Destroyers","73","19","32","14","49","23","57","1","1","1","25","76","77","81",NULL,"53","43","49","35","36","47","70","34","49","50","91","48","49","1","1","1","1","1","1","1","1","1","1","57","1","1","1","1","1","1","1000000","0","0","0","0",NULL
"2783","60","Ken","Clarke","33","4","74","268","DT","Chicago","Cardinals","70","77","56","1","56","27","54","1","1","1","48","58","1","1",NULL,"9","49","71","18","7","2","72","36","39","59","76","39","67","100","1","1","1","1","1","1","1","1","1","1","54","15","1","1","1","1","550000","550000","550000","0","0","0"
"2784","76","Barry","Bennett","34","4","76","257","DT","Kansas City","Chiefs","70","67","44","1","57","31","55","1","1","1","60","56","1","1",NULL,"98","47","45","85","45","43","89","37","36","38","94","37","62","1","1","1","1","1","1","1","1","1","1","1","71","18","1","1","1","1","800000","0","0","0","0","0"
"2785","60","Mark","Duda","28","4","75","273","DT","New York","Giants","76","80","51","1","54","32","55","1","1","1","62","60","1","1",NULL,"63","46","57","83","53","34","89","32","31","47","76","42","69","68","1","1","1","1","1","1","1","1","1","1","65","1","1","1","1","1","1000000","0","0","0","0","0"
"2786","70","Lester","Williams","30","4","75","275","DT",NULL,NULL,"65","67","60","1","56","20","50","1","1","1","47","63","1","1",NULL,"83","63","67","68","41","35","85","44","43","66","91","39","44","23","1","1","1","1","1","1","1","1","1","1","85","1","1","1","1","1","0","0","0","0",NULL,NULL
"2787","93","Greg","Townsend","28","4","75","264","DE","Virginia","Destroyers","83","70","63","1","66","43","47","1","1","1","71","72","1","1",NULL,"47","39","51","64","40","68","75","35","48","67","82","40","53","1","1","1","1","1","1","1","1","1","1","1","1","63","1","1","1","1","2000000","2000000","2150000",NULL,NULL,NULL
"2804","84","Weegie","Thompson","28","4","78","212","WR","New York","Giants","76","48","79","1","80","69","56","1","21","7","31","83","1","1",NULL,"42","60","71","12","67","68","100","43","31","32","94","39","59","32","1","1","1","32","1","1","1","1","1","1","1","1","1","1","1","1","1400000","1400000","1400000","0",NULL,NULL
"2817","64","Bruce","Collie","27","4","78","275","T",NULL,NULL,"66","83","53","1","38","18","58","1","62","56","34","63","1","1",NULL,"95","65","54","84","40","36","84","36","46","55","75","32","55","79","1","1","1","1","1","49","48","6","1","1","1","1","1","1","1","1","0","0",NULL,NULL,NULL,NULL
"2834","97","Tony","Simmons","27","4","76","270","DE",NULL,NULL,"70","67","52","1","52","28","44","1","1","1","52","52","1","1",NULL,"41","50","36","71","51","38","81","49","34","56","89","34","67","70","1","1","1","1","1","1","1","1","1","1","1","97","1","1","1","1","0","0","0","0",NULL,NULL
"2842","52","Alvin","Toles","26","4","73","211","LB",NULL,NULL,"68","64","51","1","62","31","55","1","1","1","68","71","1","1",NULL,"36","88","80","25","82","64","89","36","35","44","79","46","33","20","1","1","1","1","1","1","1","1","1","1","1","2","30","1","10","1","250000","250000","250000","0",NULL,NULL
"2847","32","Vernon","Dean","30","4","71","178","CB",NULL,NULL,"68","28","64","1","61","50","54","1","1","1","38","62","1","1",NULL,"19","61","46","43","32","6","92","41","44","43","86","42","38","63","1","1","1","1","1","1","1","1","1","1","1","1","1","70","9","3","0","0","0","0",NULL,NULL
"2848","30","Tom","Flynn","27","4","72","195","FS",NULL,NULL,"69","37","78","1","70","45","58","1","1","1","47","81","1","1",NULL,"65","96","94","70","78","78","95","39","41","52","90","50","65","69","1","1","1","1","1","1","1","1","1","1","1","1","1","5","1","60","0","0","0","0","0",NULL
"2851","38","Don","McNeal","31","4","71","190","CB",NULL,NULL,"73","39","63","1","69","49","54","1","1","1","47","66","1","1",NULL,"100","57","42","89","36","63","93","32","39","57","90","37","33","63","1","1","1","1","1","1","1","1","1","1","1","1","1","57","27","13","0","0","0","0",NULL,NULL
"2852","34","Odis","McKinney","32","4","74","187","CB",NULL,NULL,"71","33","63","1","71","51","51","1","1","1","41","64","1","1",NULL,"38","41","57","42","37","61","78","33","50","36","73","49","56","67","1","1","1","1","1","1","1","1","1","1","1","1","1","60","1","28","0","0","0","0",NULL,NULL
"2853","30","Mark","Robinson","27","4","71","206","CB","Detroit","Lions","84","52","78","1","75","53","63","1","1","1","54","72","1","1",NULL,"54","81","76","55","88","76","76","41","32","36","70","39","33","90","1","1","1","1","1","1","1","1","1","1","1","1","1","76","1","1","1600000","1600000","1600000","0","0","0"
"2854","38","Evan","Cooper","27","4","71","185","CB","New York","Jets","80","50","74","1","83","51","57","1","1","1","41","83","1","1",NULL,"72","99","64","100","94","75","86","34","37","48","81","37","55","24","1","1","1","1","1","1","1","1","1","1","1","1","1","55","4","2","1500000","0","0","0","0","0"
"2861","5","Sean","Landeta","27","4","72","215","P","Seattle","Seahawks","73","27","48","17","50","16","62","1","1","1","21","79","75","71",NULL,"38","90","90","32","65","75","74","48","30","51","73","38","44","1","1","1","1","1","1","1","1","1","75","1","1","1","1","1","1","1","600000","600000","0","0","0","0"
"2862","3","Mike","Black","28","4","73","197","P","Tampa Bay","Buccaneers","70","15","41","6","50","12","56","1","1","1","12","90","79","74",NULL,"61","93","73","40","67","69","95","47","49","42","81","38","59","1","1","1","1","1","1","1","1","1","52","1","1","1","1","1","1","1","450000","450000","450000","450000","0",NULL
"2864","98","Dennis","Owens","29","4","73","257","DT",NULL,NULL,"65","70","47","1","48","34","52","1","1","1","53","63","1","1",NULL,"52","89","91","33","77","70","80","41","48","67","80","33","50","1","1","1","1","1","1","1","1","1","1","1","37","9","1","1","1","1","0","0","0","0",NULL,NULL
"2865","70","Mike","Charles","27","4","76","292","DT","New York","Jets","75","83","54","1","65","31","53","1","1","1","56","64","1","1",NULL,"49","95","92","51","88","94","79","48","39","42","99","33","67","23","1","1","1","1","1","1","1","1","1","1","41","7","1","1","1","1","1050000","0","0","0","0",NULL
"2866","96","Tim","Newton","26","4","72","280","DT","Baltimore","Ravens","73","71","66","1","68","43","42","1","1","1","63","67","1","1",NULL,"64","40","52","52","53","52","70","50","49","54","88","44","33","85","1","1","1","1","1","1","1","1","1","1","58","1","1","1","1","1","250000","250000","250000","250000","250000","0"
"2867","77","Mike","Stensrud","33","4","77","280","DT",NULL,NULL,"76","76","64","1","64","40","51","1","1","1","63","55","1","1",NULL,"69","63","77","39","73","78","100","39","41","68","80","45","32","59","1","1","1","1","1","1","1","1","1","1","55","7","1","1","1","1","0","0","0","0","0",NULL
"2868","75","Donnie","Humphrey","28","4","75","282","DT","Virginia","Destroyers","74","84","64","1","65","28","56","1","1","1","50","58","1","1",NULL,"34","30","66","1","6","5","99","44","48","48","88","50","33","1","1","1","1","1","1","1","1","1","1","1","67","3","1","1","1","1","1250000","1250000","0","0","0",NULL
"2869","76","Jerome","Sally","30","4","75","267","DT",NULL,NULL,"72","75","50","1","48","34","58","1","1","1","58","56","1","1",NULL,"61","69","35","64","42","56","88","31","37","57","98","46","44","80","1","1","1","1","1","1","1","1","1","1","63","18","1","1","1","1","0","0","0","0","0","0"
"2870","65","Don","Fielder","30","4","75","260","DT",NULL,NULL,"72","80","54","1","52","16","47","1","1","1","55","54","1","1",NULL,"89","51","38","96","65","69","83","37","34","67","92","42","65","21","1","1","1","1","1","1","1","1","1","1","81","1","1","1","1","1","0","0","0","0",NULL,NULL
"2872","16","David","Archer","27","4","74","207","QB",NULL,NULL,"64","45","50","61","51","18","69","63","1","1","23","71","1","1",NULL,"87","64","36","83","32","51","87","36","37","61","100","47","70","77","38","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0"
"2876","28","Jessie","Clark","29","4","72","231","FB",NULL,NULL,"67","56","59","1","56","52","43","1","51","31","27","63","1","1",NULL,"39","66","88","10","61","74","74","38","33","65","79","41","48","40","1","2","38","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0",NULL
"2919","38","Roynell","Young","32","4","73","181","CB",NULL,NULL,"69","32","71","1","71","39","48","1","1","1","37","73","1","1",NULL,"50","60","94","52","100","65","84","32","31","38","75","31","66","97","1","1","1","1","1","1","1","1","1","1","1","1","1","59","13","11","0","0","0","0","0","0"
"2921","20","Terry","Taylor","28","4","70","188","CB",NULL,NULL,"70","36","67","1","59","39","58","1","1","1","44","58","1","1",NULL,"40","58","42","36","50","34","81","38","47","60","70","33","54","93","1","1","1","1","1","1","1","1","1","1","1","1","1","83","1","5","0","0","0","0",NULL,NULL
"2923","21","Elvis","Patterson","29","4","71","193","CB",NULL,NULL,"77","41","75","1","80","58","53","1","1","1","37","77","1","1",NULL,"24","73","73","12","78","70","82","42","48","35","99","49","32","1","1","1","1","1","1","1","1","1","1","1","1","1","1","40","1","1","0","0","0","0","0","0"
"2927","45","Barry","Wilburn","26","4","74","196","CB",NULL,NULL,"77","37","79","1","75","59","51","1","1","1","44","83","1","1",NULL,"45","53","57","42","55","58","74","34","33","58","89","39","57","62","1","1","1","1","1","1","1","1","1","1","1","1","1","36","1","1","0","0","0","0","0",NULL
"2928","41","Fulton","Walker","31","4","70","193","CB","Virginia","Destroyers","77","33","68","1","79","47","57","1","1","1","49","64","1","1",NULL,"72","100","71","84","87","100","85","47","32","44","96","45","53","1","1","1","1","1","1","1","1","1","1","1","1","1","1","58","14","10","1000000","750000","750000","0","0",NULL
"2930","31","Carl","Howard","28","4","74","188","CB",NULL,NULL,"66","30","68","1","56","40","52","1","1","1","35","68","1","1",NULL,"8","79","79","5","64","73","80","31","39","56","90","33","40","38","1","1","1","1","1","1","1","1","1","1","1","1","1","92","1","1","0","0","0","0",NULL,NULL
"2933","2","Mike","Lansford","31","4","72","183","K",NULL,NULL,"63","19","31","2","33","1","45","1","1","1","3","80","77","72",NULL,"61","50","47","64","47","30","99","46","45","31","76","50","46","55","1","1","1","1","1","1","1","1","1","45","1","1","1","1","1","1","0","0","0","0",NULL,NULL
"2934","3","Eric","Schubert","27","4","68","185","K",NULL,NULL,"60","16","35","3","33","1","59","1","1","1","8","87","69","61",NULL,"61","100","73","63","100","96","87","42","41","51","79","31","34","78","1","1","1","1","1","1","1","1","1","41","1","1","1","1","1","1","0","0","0","0","0","0"
"2936","6","Jim","Arnold","28","4","74","215","P","Atlanta","Falcons","70","20","43","17","57","6","51","1","1","1","15","89","73","74",NULL,"32","64","42","43","38","68","82","42","45","33","78","45","53","66","1","1","1","1","1","1","1","1","73","1","1","1","1","1","1","1","500000","0","0","0","0","0"
"2937","61","Bill","Pickel","30","4","77","265","DT",NULL,NULL,"71","66","50","1","63","38","64","1","1","1","59","65","1","1",NULL,"63","63","78","33","99","60","97","41","47","54","96","43","53","53","1","1","1","1","1","1","1","1","1","1","57","1","1","1","1","1","0","0","0","0",NULL,NULL
"2938","93","Eric","Holle","29","4","77","260","DT",NULL,NULL,"63","70","34","1","50","29","39","1","1","1","51","48","1","1",NULL,"1","29","59","32","3","1","72","40","34","53","85","48","39","59","1","1","1","1","1","1","1","1","1","1","55","10","1","1","1","1","0","0","0","0",NULL,NULL
"2939","62","Mark","Shumate","29","4","77","265","DT",NULL,NULL,"63","66","39","1","45","29","48","1","1","1","46","58","1","1",NULL,"85","79","84","69","100","80","77","41","44","44","93","37","59","76","1","1","1","1","1","1","1","1","1","1","85","1","1","1","1","1","0","0","0","0",NULL,NULL
